1,101,,,,,
2,101,,,,,
3,101,,,,,
4,102,,,,,
5,102,,,,,
6,103,,,,,
7,103,,,,,
8,103,,,,,
9,103,,,,,
10,103,,,,,
11,101,,,,,
12,102,,,,,
13,102,,,,,
14,102,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
